1,2,3,4,5,6,Match,rScore,bScore,iElo1,iElo2,iElo3,iElo4,iElo5,iElo6,rElo,bElo,rOdds,bOdds,fElo1,fElo2,fElo3,fElo4,fElo5,fElo6,status1,status2,status3,status4,status5,status6
Oliver | 4774,JazBoy04,mynamesjeff,waxton,Metaljello,Jake5468,586,129,127,1088.14289852733,1220.8765863005535,1317.3120135030904,1382.9424755252116,1068.712165378297,1172.1799665695617,1208.7771661103243,1207.9448691576902,0.5018715093810316,0.4981284906189683,1157.7004916163294,1290.434179389553,1325.808432518103,1374.4460763018728,1060.1036093660216,1160.0977141626115,Oliver | 4774_W,JazBoy04_W,mynamesjeff_W,waxton_L,Metaljello_L,Jake5468_L
Oliver | 4774,JazBoy04,mynamesjeff,waxton,Metaljello,Jake5468,585,148,157,1195.9466055993648,1328.6802933725885,1329.9687916653731,1370.285728202771,1055.8806527621075,1153.935660162056,1284.8652302124422,1193.3673470423116,0.6948675360678032,0.3051324639321968,1088.14289852733,1220.8765863005535,1317.3120135030904,1382.9424755252116,1068.712165378297,1172.1799665695617,Oliver | 4774_L,JazBoy04_L,mynamesjeff_L,waxton_W,Metaljello_W,Jake5468_W
Oliver | 4774,JazBoy04,mynamesjeff,waxton,Metaljello,Jake5468,584,178,176,1133.6331561133882,1266.3668438866118,1322.9384207762064,1377.3160811731102,1063.0125493511532,1164.2125442774725,1240.9794735920689,1201.513724933912,0.5878231449044321,0.4121768550955679,1195.9466055993648,1328.6802933725885,1329.9687916653731,1370.285728202771,1055.8806527621075,1153.935660162056,Oliver | 4774_W,JazBoy04_W,mynamesjeff_W,waxton_L,Metaljello_L,Jake5468_L
TREvan10695,Luke2771,Puzzle,mynamesjeff,waxton,AdamD,583,54,239,650.7862865458878,1298.6199119857408,916.2729733971344,1322.514530564394,1376.8921920914245,1461.6286546276192,955.226390642921,1387.0117924278122,0.0201601324136619,0.979839867586338,650.2713068901699,1297.161442120327,914.7668860519452,1322.9384207762064,1377.3160811731102,1462.0525437416295,TREvan10695_L,Luke2771_L,Puzzle_L,mynamesjeff_W,waxton_W,AdamD_W
TREvan10695,Luke2771,Puzzle,mynamesjeff,waxton,AdamD,582,105,226,651.3027140193142,1300.1180371056153,917.8206443070388,1322.0928812792088,1376.4705439821314,1461.2070064846928,956.4137984773228,1386.5901439153442,0.0204480142896786,0.9795519857103214,650.7862865458878,1298.6199119857408,916.2729733971344,1322.514530564394,1376.8921920914245,1461.6286546276192,TREvan10695_L,Luke2771_L,Puzzle_L,mynamesjeff_W,waxton_W,AdamD_W
TREvan10695,JazBoy04,mynamesjeff,Oliver | 4774,waxton,Metaljello,581,137,138,658.6129907951323,1320.9686858637654,1328.0115331321851,1079.0313141362346,1370.5519093947387,1057.0044937809694,1102.531069930361,1168.8625724373144,0.3551180723828657,0.6448819276171343,651.3027140193142,1266.3668438866118,1322.0928812792088,1133.6331561133882,1376.4705439821314,1063.0125493511532,TREvan10695_L,JazBoy04_L,mynamesjeff_L,Oliver | 4774_W,waxton_W,Metaljello_W
TREvan10695,JazBoy04,mynamesjeff,Oliver | 4774,waxton,Metaljello,580,188,166,638.4765564321133,1165.7537560682254,1311.849985199411,1234.2462439317746,1386.713408011973,1073.4214047907535,1038.6934325665834,1231.4603522448335,0.1500974612173899,0.84990253878261,658.6129907951323,1320.9686858637654,1328.0115331321851,1079.0313141362346,1370.5519093947387,1057.0044937809694,TREvan10695_W,JazBoy04_W,mynamesjeff_W,Oliver | 4774_L,waxton_L,Metaljello_L
TREvan10695,JazBoy04,mynamesjeff,Oliver | 4774,waxton,Metaljello,579,139,152,642.782237554968,1200.0,1315.2746205537148,1200.0,1383.2887835886097,1069.940167427212,1052.685619369561,1217.7429836719405,0.1847330177273151,0.8152669822726849,638.4765564321133,1165.7537560682254,1311.849985199411,1234.2462439317746,1386.713408011973,1073.4214047907535,TREvan10695_L,JazBoy04_L,mynamesjeff_L,Oliver | 4774_W,waxton_W,Metaljello_W
mynamesjeff,Luke2771,Puzzle,Josh4910,waxton,Ricardo5193,578,155,150,1305.141249849782,1262.9233472064866,879.3804321139249,1333.305292270597,1393.4221204596215,817.1110844537099,1149.1483430567312,1181.2794990613097,0.4282480117862567,0.5717519882137432,1315.2746205537148,1300.1180371056153,917.8206443070388,1323.1222493579949,1383.2887835886097,801.1176203106722,mynamesjeff_W,Luke2771_W,Puzzle_W,Josh4910_L,waxton_L,Ricardo5193_L
mynamesjeff,Luke2771,Puzzle,Josh4910,waxton,Ricardo5193,577,155,152,1293.483444707512,1218.700309540738,833.6585494427194,1345.022872289827,1405.0798848878037,835.8208483004777,1115.2807678969898,1195.3078684927027,0.3274366740912771,0.6725633259087229,1305.141249849782,1262.9233472064866,879.3804321139249,1333.305292270597,1393.4221204596215,817.1110844537099,mynamesjeff_W,Luke2771_W,Puzzle_W,Josh4910_L,waxton_L,Ricardo5193_L
mynamesjeff,waxton,Luke2771,TREvan10695,Josh4910,Metaljello,576,189,108,1291.9984260660624,1403.5948716713842,1212.8760710742242,644.666885894283,1346.515855754834,1071.4508594884276,1302.8231229372238,1020.877867045848,0.9266238660542024,0.0733761339457975,1293.483444707512,1405.0798848878037,1218.700309540738,642.782237554968,1345.022872289827,1069.940167427212,mynamesjeff_W,waxton_W,Luke2771_W,TREvan10695_L,Josh4910_L,Metaljello_L
mynamesjeff,waxton,Luke2771,TREvan10695,Josh4910,Metaljello,575,162,134,1290.531967249412,1402.1284184585322,1206.92740463839,646.5461431744446,1347.9905418552523,1072.9438377261542,1299.8625967821115,1022.4935075852836,0.923775686301916,0.076224313698084,1291.9984260660624,1403.5948716713842,1212.8760710742242,644.666885894283,1346.515855754834,1071.4508594884276,mynamesjeff_W,waxton_W,Luke2771_W,TREvan10695_L,Josh4910_L,Metaljello_L
mynamesjeff,waxton,Metaljello,LordHobus,Luke2771,Ricardo5193,574,168,45,1289.1224194270346,1400.7188762703877,1071.5076264544357,838.8381695918231,1212.8435031674346,838.1222932232602,1253.7829740506193,963.2679886608394,0.9316954238553684,0.0683045761446317,1290.531967249412,1402.1284184585322,1072.9438377261542,829.3395995312524,1206.92740463839,835.8208483004777,mynamesjeff_W,waxton_W,Metaljello_W,LordHobus_L,Luke2771_L,Ricardo5193_L
mynamesjeff,waxton,Metaljello,LordHobus,Luke2771,Ricardo5193,573,164,84,1287.6467186518285,1399.2431816653302,1070.0027260614206,849.172302551732,1219.2544078086216,840.5747263830513,1252.297542126193,969.6671455811348,0.9270417658024744,0.0729582341975255,1289.1224194270346,1400.7188762703877,1071.5076264544357,838.8381695918231,1212.8435031674346,838.1222932232602,mynamesjeff_W,waxton_W,Metaljello_W,LordHobus_L,Luke2771_L,Ricardo5193_L
mynamesjeff,Luke2771,Ricardo5193,LordHobus,waxton,Metaljello,572,157,135,1275.8211198120075,1166.060070665974,820.5617886800237,935.2526176654624,1411.06872878464,1082.0730870996176,1087.4809930526685,1142.7981445165735,0.3781169234033382,0.6218830765966618,1287.6467186518285,1219.2544078086216,840.5747263830513,849.172302551732,1399.2431816653302,1070.0027260614206,mynamesjeff_W,Luke2771_W,Ricardo5193_W,LordHobus_L,waxton_L,Metaljello_L
mynamesjeff,Luke2771,Ricardo5193,LordHobus,waxton,Metaljello,571,155,152,1262.590616017657,1104.415913948412,797.7496781374458,1035.3830901095937,1424.299172050704,1095.590035020791,1054.918736034505,1185.0907657270293,0.236705205831715,0.7632947941682849,1275.8211198120075,1166.060070665974,820.5617886800237,935.2526176654624,1411.06872878464,1082.0730870996176,mynamesjeff_W,Luke2771_W,Ricardo5193_W,LordHobus_L,waxton_L,Metaljello_L
TREvan10695,waxton,LordHobus,mynamesjeff,Luke2771,Ricardo5193,570,170,160,629.8952941656838,1411.435955017965,934.1432201525566,1275.4538946071923,1166.515500530718,820.3573761714216,991.8248231120684,1087.4422571031107,0.2973334058002818,0.7026665941997181,646.5461431744446,1424.299172050704,1035.3830901095937,1262.590616017657,1104.415913948412,797.7496781374458,TREvan10695_W,waxton_W,LordHobus_W,mynamesjeff_L,Luke2771_L,Ricardo5193_L
TREvan10695,waxton,LordHobus,mynamesjeff,Luke2771,Ricardo5193,569,160,141,608.8828917974727,1395.3715133172502,802.6282264017224,1291.5184167224268,1246.8997128648643,849.1514888181309,935.6275438388152,1129.1898728018075,0.1491870843945509,0.8508129156054491,629.8952941656838,1411.435955017965,934.1432201525566,1275.4538946071923,1166.515500530718,820.3573761714216,TREvan10695_W,waxton_W,LordHobus_W,mynamesjeff_L,Luke2771_L,Ricardo5193_L
TREvan10695,waxton,LordHobus,mynamesjeff,Luke2771,Ricardo5193,568,175,185,613.0806839055833,1398.5464075284783,829.6703529581359,1288.3435058870075,1230.4279146299057,843.3449743266124,947.0991481307324,1120.7054649478418,0.1734318945170516,0.8265681054829483,608.8828917974727,1395.3715133172502,802.6282264017224,1291.5184167224268,1246.8997128648643,849.1514888181309,TREvan10695_L,waxton_L,LordHobus_L,mynamesjeff_W,Luke2771_W,Ricardo5193_W
Ricardo5193,Luke2771,Puzzle,mynamesjeff,waxton,Metaljello,567,110,181,846.0355500520325,1238.1823125853796,839.5043537752706,1286.9024021320488,1397.1053116666008,1094.116295972402,974.5740721375608,1259.3746699236838,0.0716489603477168,0.9283510396522832,843.3449743266124,1230.4279146299057,833.6585494427194,1288.3435058870075,1398.5464075284783,1095.590035020791,Ricardo5193_L,Luke2771_L,Puzzle_L,mynamesjeff_W,waxton_W,Metaljello_W
Ricardo5193,Luke2771,Puzzle,mynamesjeff,waxton,Metaljello,566,114,168,848.9211932592981,1246.6299878190157,845.8556562742916,1285.3891615882324,1395.5920797924348,1092.5672092754223,980.4689457842018,1257.8494835520298,0.0762170631956304,0.9237829368043696,846.0355500520325,1238.1823125853796,839.5043537752706,1286.9024021320488,1397.1053116666008,1094.116295972402,Ricardo5193_L,Luke2771_L,Puzzle_L,mynamesjeff_W,waxton_W,Metaljello_W
TREvan10695,mynamesjeff,waxton,LordHobus,Luke2771,Ricardo5193,565,171,121,604.4107750955781,1278.9045822832911,1389.1075393488306,887.1459990933987,1284.1978735435298,861.5575087081611,1090.8076322425666,1010.96712711503,0.672193614363018,0.3278063856369819,613.0806839055833,1285.3891615882324,1395.5920797924348,829.6703529581359,1246.6299878190157,848.9211932592981,TREvan10695_W,mynamesjeff_W,waxton_W,LordHobus_L,Luke2771_L,Ricardo5193_L
TREvan10695,mynamesjeff,waxton,LordHobus,Luke2771,Ricardo5193,564,221,122,591.4784195927657,1269.3428718056978,1379.5458888108355,975.3561629707924,1341.702373384334,880.607636736481,1080.1223934030995,1065.8887243638692,0.5319624439597559,0.4680375560402441,604.4107750955781,1278.9045822832911,1389.1075393488306,887.1459990933987,1284.1978735435298,861.5575087081611,TREvan10695_W,mynamesjeff_W,waxton_W,LordHobus_L,Luke2771_L,Ricardo5193_L
waxton,Luke2771,Puzzle,LordHobus,mynamesjeff,Metaljello,563,156,123,1369.953619210581,1281.8000507097397,804.183670020814,1067.4802582314633,1278.9352043051,1102.3972208546422,1151.9791133137117,1149.6042277970685,0.5053400078800998,0.4946599921199002,1379.5458888108355,1341.702373384334,845.8556562742916,975.3561629707924,1269.3428718056978,1092.5672092754223,waxton_W,Luke2771_W,Puzzle_W,LordHobus_L,mynamesjeff_L,Metaljello_L
waxton,Luke2771,Puzzle,LordHobus,mynamesjeff,Metaljello,562,166,154,1356.7016447827202,1195.8443931032662,744.5728982255702,1200.0,1292.1872696293017,1115.9927591720386,1099.0396453705189,1202.7266762671134,0.2823954613160027,0.7176045386839973,1369.953619210581,1281.8000507097397,804.183670020814,1067.4802582314633,1278.9352043051,1102.3972208546422,waxton_W,Luke2771_W,Puzzle_W,LordHobus_L,mynamesjeff_L,Metaljello_L
TREvan10695,waxton,Metaljello,Puzzle,Luke2771,Ricardo5193,561,151,148,581.7976825025706,1349.62895254642,1108.728264504971,777.5264536531299,1243.5055860061136,895.0219311663938,1013.3849665179872,972.0179902752124,0.5919600713748374,0.4080399286251626,591.4784195927657,1356.7016447827202,1115.9927591720386,744.5728982255702,1195.8443931032662,880.607636736481,TREvan10695_W,waxton_W,Metaljello_W,Puzzle_L,Luke2771_L,Ricardo5193_L
TREvan10695,waxton,Metaljello,Puzzle,Luke2771,Ricardo5193,560,197,134,566.5657532669578,1338.636887955425,1097.424389193486,830.592701382857,1320.4818489505694,917.9491430877952,1000.8756768052896,1023.0078978070738,0.4503967818406618,0.5496032181593382,581.7976825025706,1349.62895254642,1108.728264504971,777.5264536531299,1243.5055860061136,895.0219311663938,TREvan10695_W,waxton_W,Metaljello_W,Puzzle_L,Luke2771_L,Ricardo5193_L
TREvan10695,Luke2771,Ricardo5193,mynamesjeff,waxton,Puzzle,559,125,158,570.347234413559,1340.094679968146,923.703707515678,1289.4928775038538,1335.9425151564665,817.1104380392255,944.7152072991277,1147.515276899849,0.1389450545370553,0.8610549454629446,566.5657532669578,1320.4818489505694,917.9491430877952,1292.1872696293017,1338.636887955425,830.592701382857,TREvan10695_L,Luke2771_L,Ricardo5193_L,mynamesjeff_W,waxton_W,Puzzle_W
TREvan10695,Luke2771,Ricardo5193,mynamesjeff,waxton,Puzzle,558,117,195,574.9992935046153,1364.853167014739,930.8616588502056,1286.2214636049775,1332.6711258029804,800.1380095579042,956.90470645652,1139.676866321954,0.1619297591852095,0.8380702408147905,570.347234413559,1340.094679968146,923.703707515678,1289.4928775038538,1335.9425151564665,817.1104380392255,TREvan10695_L,Luke2771_L,Ricardo5193_L,mynamesjeff_W,waxton_W,Puzzle_W
Logan4476,mynamesjeff,AdamD,Aydan2609,Darre2655,waxton,557,191,157,1529.736474957438,1283.423441954316,1458.4090066041715,962.2671777902892,1379.5364433445145,1335.4691254938716,1423.856307838642,1225.7575822095584,0.8559182031929266,0.1440817968070734,1532.534488008735,1286.2214636049775,1461.2070064846928,937.4671414013349,1376.73844309036,1332.6711258029804,Logan4476_W,mynamesjeff_W,AdamD_W,Aydan2609_L,Darre2655_L,waxton_L
Logan4476,mynamesjeff,AdamD,Aydan2609,Darre2655,waxton,556,229,166,1526.4970287417618,1280.183985324349,1455.1695763390112,992.152253700841,1382.7758740621646,1338.7085555293802,1420.6168634683738,1237.8788944307953,0.838028502243396,0.161971497756604,1529.736474957438,1283.423441954316,1458.4090066041715,962.2671777902892,1379.5364433445145,1335.4691254938716,Logan4476_W,mynamesjeff_W,AdamD_W,Aydan2609_L,Darre2655_L,waxton_L
mynamesjeff,waxton,AdamD,Logan4476,Aydan2609,Darre2655,555,199,135,1270.684743786502,1329.2093955652372,1445.670415670452,1535.9962383356492,1083.3821239021145,1392.275036118654,1348.5215183407302,1337.2177994521392,0.525395875996806,0.4746041240031939,1280.183985324349,1338.7085555293802,1455.1695763390112,1526.4970287417618,992.152253700841,1382.7758740621646,mynamesjeff_W,waxton_W,AdamD_W,Logan4476_L,Aydan2609_L,Darre2655_L
mynamesjeff,waxton,AdamD,Logan4476,Aydan2609,Darre2655,554,188,158,1259.022851105649,1317.547607638849,1434.008626839474,1547.658089995043,1200.0,1403.9368267319696,1336.8596951946574,1383.8649722423377,0.3958498717366368,0.6041501282633632,1270.684743786502,1329.2093955652372,1445.670415670452,1535.9962383356492,1083.3821239021145,1392.275036118654,mynamesjeff_W,waxton_W,AdamD_W,Logan4476_L,Aydan2609_L,Darre2655_L
Darre2655,Trevor1102,mynamesjeff,Logan4476,waxton,AdamD,553,161,185,1407.9198622671663,1171.5653658924716,1263.0059231060789,1543.6750326501744,1313.5645730635997,1430.0255919410456,1280.8303837552387,1429.0883992182733,0.208580564489144,0.791419435510856,1403.9368267319696,1137.639913138731,1259.022851105649,1547.658089995043,1317.547607638849,1434.008626839474,Darre2655_L,Trevor1102_L,mynamesjeff_L,Logan4476_W,waxton_W,AdamD_W
Darre2655,Trevor1102,mynamesjeff,Logan4476,waxton,AdamD,552,149,185,1412.6496140289066,1213.4874525569978,1267.7357201623313,1538.9452537980155,1308.834822494237,1425.2958409702533,1297.9575955827452,1424.3586390875018,0.2428879977482247,0.7571120022517752,1407.9198622671663,1171.5653658924716,1263.0059231060789,1543.6750326501744,1313.5645730635997,1430.0255919410456,Darre2655_L,Trevor1102_L,mynamesjeff_L,Logan4476_W,waxton_W,AdamD_W
TREvan10695,DylanVibes,waxton,Logan4476,mynamesjeff,AdamD,551,140,220,575.8780245023518,1187.0033331704008,1309.4444305673023,1538.3356419118586,1267.1261058218952,1424.686232843067,1024.1085960800183,1410.0493268589405,0.0301389783106461,0.9698610216893538,574.9992935046153,1184.163006951262,1308.834822494237,1538.9452537980155,1267.7357201623313,1425.2958409702533,TREvan10695_L,DylanVibes_L,waxton_L,Logan4476_W,mynamesjeff_W,AdamD_W
TREvan10695,DylanVibes,waxton,Logan4476,mynamesjeff,AdamD,550,151,219,576.7787984901402,1189.9782211805875,1310.0606445063513,1537.7194239409955,1266.5098852559738,1424.070018846793,1025.6058880590265,1409.433109347921,0.0306996405571976,0.9693003594428024,575.8780245023518,1187.0033331704008,1309.4444305673023,1538.3356419118586,1267.1261058218952,1424.686232843067,TREvan10695_L,DylanVibes_L,waxton_L,Logan4476_W,mynamesjeff_W,AdamD_W
Logan4476,TREvan10695,waxton,mynamesjeff,DylanVibes,Darre2655,549,174,184,1541.958044676643,583.064807754599,1314.2992362329846,1262.2712458488063,1168.768903307915,1408.4110211969387,1146.4406962214089,1279.8170567845534,0.2315374717908366,0.7684625282091633,1537.7194239409955,576.7787984901402,1310.0606445063513,1266.5098852559738,1189.9782211805875,1412.6496140289066,Logan4476_L,TREvan10695_L,waxton_L,mynamesjeff_W,DylanVibes_W,Darre2655_W
Logan4476,TREvan10695,waxton,mynamesjeff,DylanVibes,Darre2655,548,173,186,1546.78143978751,590.32528874686,1319.122596813298,1257.4478285125058,1143.7446299523735,1403.5876593009025,1152.076441782556,1268.2600392552606,0.2601844236335731,0.7398155763664269,1541.958044676643,583.064807754599,1314.2992362329846,1262.2712458488063,1168.768903307915,1408.4110211969387,Logan4476_L,TREvan10695_L,waxton_L,mynamesjeff_W,DylanVibes_W,Darre2655_W
Darre2655,waxton,badrish,Logan4476,mynamesjeff,DylanVibes,547,203,174,1391.2031749976793,1306.738116043817,1145.7078228214093,1559.166013298474,1269.8324617161038,1210.3843260190747,1281.2163712876352,1346.4609336778842,0.3573601283151822,0.6426398716848177,1403.5876593009025,1319.122596813298,1255.4775167213757,1546.78143978751,1257.4478285125058,1143.7446299523735,Darre2655_W,waxton_W,badrish_W,Logan4476_L,mynamesjeff_L,DylanVibes_L
Darre2655,waxton,badrish,Logan4476,mynamesjeff,DylanVibes,546,182,172,1376.4666714427597,1292.001616887288,1009.7575522764324,1573.902627888799,1284.569150604868,1292.6513983731638,1226.07528020216,1383.7077256222772,0.1950034442938591,0.8049965557061409,1391.2031749976793,1306.738116043817,1145.7078228214093,1559.166013298474,1269.8324617161038,1210.3843260190747,Darre2655_W,waxton_W,badrish_W,Logan4476_L,mynamesjeff_L,DylanVibes_L
Darre2655,mynamesjeff,AdamD,Logan4476,badrish,waxton,545,204,162,1367.8891425289992,1275.9915088506364,1415.4924918352797,1582.4802244064426,1092.1360569602584,1300.5791431230894,1353.1243810716385,1325.0651414965969,0.5627617389682905,0.4372382610317095,1376.4666714427597,1284.569150604868,1424.070018846793,1573.902627888799,1009.7575522764324,1292.001616887288,Darre2655_W,mynamesjeff_W,AdamD_W,Logan4476_L,badrish_L,waxton_L
Darre2655,mynamesjeff,AdamD,Logan4476,badrish,waxton,544,203,172,1357.1027442432005,1265.2049621348774,1404.7060960516903,1593.2667116181517,1200.0,1311.3655378863098,1342.3379341432562,1368.2107498348205,0.4420830532427161,0.557916946757284,1367.8891425289992,1275.9915088506364,1415.4924918352797,1582.4802244064426,1092.1360569602584,1300.5791431230894,Darre2655_W,mynamesjeff_W,AdamD_W,Logan4476_L,badrish_L,waxton_L
Logan4476,waxton,AdamD,mynamesjeff,DylanVibes,Darre2655,543,187,182,1588.6098337986964,1306.708701816893,1400.0492595214716,1269.8618668265551,1319.6305624201673,1361.759581903425,1431.789265045687,1317.0840037167156,0.7372479350745732,0.2627520649254268,1593.2667116181517,1311.3655378863098,1404.7060960516903,1265.2049621348774,1292.6513983731638,1357.1027442432005,Logan4476_W,waxton_W,AdamD_W,mynamesjeff_L,DylanVibes_L,Darre2655_L
Logan4476,waxton,AdamD,mynamesjeff,DylanVibes,Darre2655,542,222,202,1582.917126494595,1301.0160478982698,1394.3566050136244,1275.5546084919763,1353.8666187864997,1367.4522378562026,1426.0965931354965,1332.2911550448928,0.6992503164504613,0.3007496835495387,1588.6098337986964,1306.708701816893,1400.0492595214716,1269.8618668265551,1319.6305624201673,1361.759581903425,Logan4476_W,waxton_W,AdamD_W,mynamesjeff_L,DylanVibes_L,Darre2655_L
mynamesjeff,DylanVibes,waxton,Logan4476,Darre2655,AdamD,541,189,211,1280.3769966053733,1383.9812417559222,1305.838358259217,1578.0947688287688,1362.6299256927905,1389.5342941305653,1323.398865540171,1443.4196628840416,0.2535961392226544,0.7464038607773456,1275.5546084919763,1353.8666187864997,1301.0160478982698,1582.917126494595,1367.4522378562026,1394.3566050136244,mynamesjeff_L,DylanVibes_L,waxton_L,Logan4476_W,Darre2655_W,AdamD_W
mynamesjeff,DylanVibes,waxton,Logan4476,Darre2655,AdamD,540,157,226,1286.2818413205184,1422.280910759704,1311.7431033873963,1572.1899631115098,1356.725178255977,1383.6295483336548,1340.1019518225396,1437.5148965670471,0.2939703953729847,0.7060296046270153,1280.3769966053733,1383.9812417559222,1305.838358259217,1578.0947688287688,1362.6299256927905,1389.5342941305653,mynamesjeff_L,DylanVibes_L,waxton_L,Logan4476_W,Darre2655_W,AdamD_W
Logan4476,Darre2655,gerog,DylanVibes,waxton,AdamD,539,164,209,1581.9375033496335,1366.472617857837,1077.707812761313,1356.595259795922,1301.9956677719913,1373.882111563512,1342.0393113229277,1344.1576797104751,0.4952367422767389,0.504763257723261,1572.1899631115098,1356.725178255977,984.0935073900127,1422.280910759704,1311.7431033873963,1383.6295483336548,Logan4476_L,Darre2655_L,gerog_L,DylanVibes_W,waxton_W,AdamD_W
Logan4476,Darre2655,gerog,DylanVibes,waxton,AdamD,538,159,166,1594.166860057538,1378.7018424954026,1200.0,1270.9553358480182,1289.7664483660624,1361.6528906421593,1390.9562341843136,1307.45822495208,0.6794010402149276,0.3205989597850723,1581.9375033496335,1366.472617857837,1077.707812761313,1356.595259795922,1301.9956677719913,1373.882111563512,Logan4476_L,Darre2655_L,gerog_L,DylanVibes_W,waxton_W,AdamD_W
mynamesjeff,waxton,Luke2771,Logan4476,Josh4910,AdamD,537,148,185,1292.059203570648,1295.5437087237233,1410.3230568125832,1588.3895318510392,1342.1793545475612,1355.87562953564,1332.641989702318,1428.8148386447467,0.2962907381023862,0.7037092618976137,1286.2818413205184,1289.7664483660624,1364.853167014739,1594.166860057538,1347.9905418552523,1361.6528906421593,mynamesjeff_L,waxton_L,Luke2771_L,Logan4476_W,Josh4910_W,AdamD_W
mynamesjeff,waxton,Luke2771,Logan4476,Josh4910,AdamD,536,202,193,1277.3095289399018,1280.7943061982749,1289.5739187136346,1603.1391155677816,1357.0193594791178,1370.6250340609258,1282.559251283937,1443.5945030359417,0.1902437353172673,0.8097562646827328,1292.059203570648,1295.5437087237233,1410.3230568125832,1588.3895318510392,1342.1793545475612,1355.87562953564,mynamesjeff_W,waxton_W,Luke2771_W,Logan4476_L,Josh4910_L,AdamD_L
mynamesjeff,waxton,Luke2771,Logan4476,Josh4910,AdamD,535,174,184,1281.2674255660595,1284.7521264477027,1323.2846075326852,1599.1812444601069,1353.0361082088818,1366.6672132501674,1296.4347198488158,1439.6281886397185,0.2162000320191584,0.7837999679808416,1277.3095289399018,1280.7943061982749,1289.5739187136346,1603.1391155677816,1357.0193594791178,1370.6250340609258,mynamesjeff_L,waxton_L,Luke2771_L,Logan4476_W,Josh4910_W,AdamD_W
Luke2771,waxton,AdamD,Logan4476,Josh4910,Darre2655,534,161,175,1373.228414787253,1290.386907021598,1372.301994660016,1593.5463881463068,1347.3634548572115,1373.0670594475232,1345.305772156289,1437.9923008170138,0.3028703705817206,0.6971296294182794,1323.2846075326852,1284.7521264477027,1366.6672132501674,1599.1812444601069,1353.0361082088818,1378.7018424954026,Luke2771_L,waxton_L,AdamD_L,Logan4476_W,Josh4910_W,Darre2655_W
Luke2771,waxton,AdamD,Logan4476,Josh4910,Darre2655,533,167,196,1439.15319460504,1297.5329059838375,1379.447994731202,1586.4002887102,1340.167215213287,1365.9210572033835,1372.0446984400269,1430.8295203756234,0.3708111621081217,0.6291888378918783,1373.228414787253,1290.386907021598,1372.301994660016,1593.5463881463068,1347.3634548572115,1373.0670594475232,Luke2771_L,waxton_L,AdamD_L,Logan4476_W,Josh4910_W,Darre2655_W
AdamD,Darre2655,Luke2771,Logan4476,Josh4910,waxton,532,182,181,1368.732614881939,1355.2056739458242,1336.2427781300894,1597.1158244142214,1350.961396277353,1308.248284093709,1353.3936889859508,1418.775168261761,0.3570773603795459,0.642922639620454,1379.447994731202,1365.9210572033835,1439.15319460504,1586.4002887102,1340.167215213287,1297.5329059838375,AdamD_W,Darre2655_W,Luke2771_W,Logan4476_L,Josh4910_L,waxton_L
AdamD,Darre2655,Luke2771,Logan4476,Josh4910,waxton,531,187,182,1355.1083337143552,1341.5813882452392,1200.0,1610.7403128671097,1364.6904822898791,1321.8725629479184,1298.8965739865314,1432.4344527016358,0.2312790842206739,0.768720915779326,1368.732614881939,1355.2056739458242,1336.2427781300894,1597.1158244142214,1350.961396277353,1308.248284093709,AdamD_W,Darre2655_W,Luke2771_W,Logan4476_L,Josh4910_L,waxton_L
Josh4910,Darre2655,Trevor1102,mynamesjeff,waxton,Poposor,530,181,150,1356.3925524318147,1333.349692323456,1137.5467123877374,1289.4992832163628,1330.104254542783,1107.9236189991034,1275.762985714336,1242.5090522527498,0.5742228825780386,0.4257771174219614,1364.6904822898791,1341.5813882452392,1213.4874525569978,1281.2674255660595,1321.8725629479184,1076.697187541732,Josh4910_W,Darre2655_W,Trevor1102_W,mynamesjeff_L,waxton_L,Poposor_L
Josh4910,Darre2655,Trevor1102,mynamesjeff,waxton,Poposor,529,152,156,1369.2155173314316,1346.0656329831404,1259.6704491713049,1276.783081227322,1317.3883208747584,1058.051588405481,1324.9838664952924,1217.4076635025206,0.7246391236361791,0.2753608763638209,1356.3925524318147,1333.349692323456,1137.5467123877374,1289.4992832163628,1330.104254542783,1107.9236189991034,Josh4910_L,Darre2655_L,Trevor1102_L,mynamesjeff_W,waxton_W,Poposor_W
Josh4910,Darre2655,Trevor1102,mynamesjeff,waxton,Poposor,528,174,171,1363.1959350414531,1340.0985841121922,1200.0,1282.750258373179,1323.3553663138132,1082.2569022082894,1301.098173051215,1229.4541756317606,0.6557474086270868,0.3442525913729132,1369.2155173314316,1346.0656329831404,1259.6704491713049,1276.783081227322,1317.3883208747584,1058.051588405481,Josh4910_W,Darre2655_W,Trevor1102_W,mynamesjeff_L,waxton_L,Poposor_L
Richard,Darre2655,mynamesjeff,Logan4476,waxton,AdamD,527,145,217,636.6402804335415,1340.9881025369752,1283.639796800241,1609.8507806733828,1322.4658484241752,1354.2188156770046,1087.089393256919,1428.8451482581877,0.0441962393579638,0.955803760642036,633.579727605717,1340.0985841121922,1282.750258373179,1610.7403128671097,1323.3553663138132,1355.1083337143552,Richard_L,Darre2655_L,mynamesjeff_L,Logan4476_W,waxton_W,AdamD_W
